Image,Emotion,Hair_length,Hair_color,Eye,Gender,Ethnicity,Age
./images/1_512.jpg,joy,medium,blond,blue,female,white,elderly
./images/1_512.jpg,joy,medium,blond,blue,female,white,elderly
./images/1_512.jpg,joy,medium,blond,blue,female,white,elderly
./images/1_512.jpg,joy,medium,blond,blue,female,white,elderly
./images/1_512.jpg,joy,medium,blond,blue,female,white,elderly
./images/2_512.jpg,joy,medium,blond,blue,female,white,young-adult
./images/2_512.jpg,joy,medium,blond,blue,female,white,young-adult
./images/2_512.jpg,joy,medium,blond,blue,female,white,young-adult
./images/2_512.jpg,joy,medium,blond,blue,female,white,young-adult
./images/2_512.jpg,joy,medium,blond,blue,female,white,young-adult
./images/3_512.jpg,joy,medium,blond,blue,female,white,child
./images/3_512.jpg,joy,medium,blond,blue,female,white,child
./images/3_512.jpg,joy,medium,blond,blue,female,white,child
./images/3_512.jpg,joy,medium,blond,blue,female,white,child
./images/3_512.jpg,joy,medium,blond,blue,female,white,child
./images/4_512.jpg,joy,medium,blond,grey,female,white,adult
./images/4_512.jpg,joy,medium,blond,grey,female,white,adult
./images/4_512.jpg,joy,medium,blond,grey,female,white,adult
./images/4_512.jpg,joy,medium,blond,grey,female,white,adult
./images/4_512.jpg,joy,medium,blond,grey,female,white,adult
./images/5_512.jpg,joy,short,blond,grey,male,white,adult
./images/5_512.jpg,joy,short,blond,grey,male,white,adult
./images/5_512.jpg,joy,short,blond,grey,male,white,adult
./images/5_512.jpg,joy,short,blond,grey,male,white,adult
./images/5_512.jpg,joy,short,blond,grey,male,white,adult
./images/6_512.jpg,joy,short,blond,grey,male,white,elderly
./images/6_512.jpg,joy,short,blond,grey,male,white,elderly
./images/6_512.jpg,joy,short,blond,grey,male,white,elderly
./images/6_512.jpg,joy,short,blond,grey,male,white,elderly
./images/6_512.jpg,joy,short,blond,grey,male,white,elderly
./images/7_512.jpg,joy,medium,blond,grey,female,white,elderly
./images/7_512.jpg,joy,medium,blond,grey,female,white,elderly
./images/7_512.jpg,joy,medium,blond,grey,female,white,elderly
./images/7_512.jpg,joy,medium,blond,grey,female,white,elderly
./images/7_512.jpg,joy,medium,blond,grey,female,white,elderly
./images/8_512.jpg,joy,medium,blond,blue,female,white,young-adult
./images/8_512.jpg,joy,medium,blond,blue,female,white,young-adult
./images/8_512.jpg,joy,medium,blond,blue,female,white,young-adult
./images/8_512.jpg,joy,medium,blond,blue,female,white,young-adult
./images/8_512.jpg,joy,medium,blond,blue,female,white,young-adult
./images/9_512.jpg,neutral,medium,blond,blue,female,white,young-adult
./images/9_512.jpg,neutral,medium,blond,blue,female,white,young-adult
./images/9_512.jpg,neutral,medium,blond,blue,female,white,young-adult
./images/9_512.jpg,neutral,medium,blond,blue,female,white,young-adult
./images/9_512.jpg,neutral,medium,blond,blue,female,white,young-adult
./images/10_512.jpg,joy,short,blond,blue,male,white,adult
./images/10_512.jpg,joy,short,blond,blue,male,white,adult
./images/10_512.jpg,joy,short,blond,blue,male,white,adult
./images/10_512.jpg,joy,short,blond,blue,male,white,adult
./images/10_512.jpg,joy,short,blond,blue,male,white,adult
./images/11_512.jpg,joy,short,blond,brown,female,white,elderly
./images/11_512.jpg,joy,short,blond,brown,female,white,elderly
./images/11_512.jpg,joy,short,blond,brown,female,white,elderly
./images/11_512.jpg,joy,short,blond,brown,female,white,elderly
./images/11_512.jpg,joy,short,blond,brown,female,white,elderly
./images/12_512.jpg,joy,medium,blond,blue,female,white,young-adult
./images/12_512.jpg,joy,medium,blond,blue,female,white,young-adult
./images/12_512.jpg,joy,medium,blond,blue,female,white,young-adult
./images/12_512.jpg,joy,medium,blond,blue,female,white,young-adult
./images/12_512.jpg,joy,medium,blond,blue,female,white,young-adult
./images/13_512.jpg,joy,medium,blond,blue,female,white,young-adult
./images/13_512.jpg,joy,medium,blond,blue,female,white,young-adult
./images/13_512.jpg,joy,medium,blond,blue,female,white,young-adult
./images/13_512.jpg,joy,medium,blond,blue,female,white,young-adult
./images/13_512.jpg,joy,medium,blond,blue,female,white,young-adult
